punct_id,time_id ,airline_id,airport_id ,ratings_id,area_id,num_of_flights,num_of_flights_cancelled,avg_early_on_time_flights,avg_cancelled_flights,total_minutes_delayed,min_delays_minutes,max_delays_minutes,avg_delays_minutes
AP0266,202301,AL055,LHR,RT04,SE02,1012,6,39.37,0.47,173.12,3.84,31.93,15.74
AP0267,202301,AL059,LHR,RT03,SE02,50,0,20.00,0.00,8.14,8.14,8.14,8.14
AP0268,202301,AL065,LHR,RT03,SE02,185,2,28.34,1.07,10.19,10.19,10.19,10.19
AP0269,202301,AL068,LHR,RT03,SE02,62,0,37.10,0.00,7.06,7.06,7.06,7.06
AP0270,202301,AL070,LHR,RT03,SE02,22,0,18.18,0.00,13.64,13.64,13.64,13.64
AP0271,202301,AL074,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0272,202301,AL075,LHR,RT04,SE02,8,0,12.50,0.00,22.50,22.50,22.50,22.50
AP0273,202301,AL077,LHR,RT04,SE02,34,0,8.82,0.00,61.03,61.03,61.03,61.03
AP0274,202301,AL078,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0275,202301,AL083,LHR,RT04,SE02,17126,348,17.41,1.79,3148.69,0.00,147.78,20.85
AP0276,202301,AL084,LHR,RT03,SE02,174,2,32.95,1.14,10.37,10.37,10.37,10.37
AP0277,202301,AL085,LHR,RT04,SE02,26,0,11.54,0.00,16.96,16.96,16.96,16.96
AP0278,202301,AL088,LHR,RT03,SE02,187,0,20.32,0.00,14.71,14.71,14.71,14.71
AP0279,202301,AL092,LHR,RT03,SE02,34,0,17.65,0.00,6.59,6.59,6.59,6.59
AP0280,202301,AL093,LHR,RT04,SE02,8,2,0.00,20.00,19.75,19.75,19.75,19.75
AP0281,202301,AL094,LHR,RT04,SE02,8,0,12.50,0.00,26.25,26.25,26.25,26.25
AP0282,202301,AL104,LHR,RT04,SE02,32,0,3.13,0.00,18.50,18.50,18.50,18.50
AP0283,202301,AL111,LHR,RT04,SE02,497,9,30.85,3.22,132.60,10.81,32.72,18.94
AP0284,202301,AL121,LHR,RT04,SE02,134,0,8.47,0.00,72.63,22.43,50.20,36.31
AP0285,202301,AL122,LHR,RT03,SE02,100,0,45.00,0.00,4.93,4.93,4.93,4.93
AP0286,202301,AL126,LHR,RT03,SE02,372,6,18.52,1.59,14.96,14.96,14.96,14.96
AP0287,202301,AL129,LHR,RT03,SE02,62,0,22.58,0.00,12.61,12.61,12.61,12.61
AP0288,202301,AL130,LHR,RT03,SE02,248,0,36.29,0.00,9.27,9.27,9.27,9.27
AP0289,202301,AL135,LHR,RT03,SE02,534,4,40.67,0.58,38.36,7.83,11.82,9.59
AP0290,202301,AL136,LHR,RT04,SE02,62,0,4.84,0.00,35.44,35.44,35.44,35.44
AP0291,202301,AL142,LHR,RT03,SE02,249,0,30.92,0.00,12.56,12.56,12.56,12.56
AP0292,202301,AL149,LHR,RT04,SE02,312,28,30.85,7.26,68.58,2.85,23.28,17.14
AP0293,202301,AL160,LHR,RT03,SE02,124,0,12.90,0.00,13.14,0.00,13.14,4.38
AP0294,202301,AL162,LHR,RT04,SE02,0,2,0.00,100.00,0.00,0.00,0.00,0.00
AP0295,202301,AL171,LHR,RT03,SE02,488,8,43.55,1.61,10.76,10.76,10.76,10.76
AP0296,202301,AL173,LHR,RT03,SE02,114,4,29.66,3.39,12.11,12.11,12.11,12.11
AP0297,202301,AL175,LHR,RT03,SE02,28,0,32.14,0.00,10.39,10.39,10.39,10.39
AP0298,202301,AL180,LHR,RT03,SE02,109,0,35.78,0.00,9.09,9.09,9.09,9.09
AP0299,202301,AL181,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0300,202301,AL185,LHR,RT03,SE02,124,0,33.06,0.00,13.42,5.92,7.50,6.71
AP0301,202301,AL189,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0302,202301,AL192,LHR,RT04,SE02,116,3,10.92,2.52,50.96,50.96,50.96,50.96
AP0303,202301,AL194,LHR,RT03,SE02,457,2,44.44,0.44,9.30,9.30,9.30,9.30
AP0304,202301,AL196,LHR,RT03,SE02,62,0,30.65,0.00,14.84,14.84,14.84,14.84
AP0305,202301,AL197,LHR,RT03,SE02,104,0,30.77,0.00,13.07,13.07,13.07,13.07
AP0306,202301,AL203,LHR,RT03,SE02,60,0,10.00,0.00,26.97,0.00,26.97,13.48
AP0307,202301,AL205,LHR,RT04,SE02,154,0,22.08,0.00,15.71,15.71,15.71,15.71
AP0308,202301,AL206,LHR,RT03,SE02,1034,23,33.82,2.00,21.62,9.76,11.86,10.81
AP0309,202301,AL211,LHR,RT04,SE02,124,0,29.84,0.00,18.89,18.89,18.89,18.89
AP0310,202301,AL217,LHR,RT03,SE02,124,0,23.39,0.00,11.80,11.80,11.80,11.80
AP0311,202301,AL230,LHR,RT03,SE02,62,0,32.26,0.00,9.45,9.45,9.45,9.45
AP0312,202301,AL236,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0313,202301,AL240,LHR,RT04,SE02,124,0,10.50,0.00,221.17,0.00,125.00,44.23
AP0314,202301,AL241,LHR,RT03,SE02,339,2,24.34,0.59,14.66,14.66,14.66,14.66
AP0315,202301,AL244,LHR,RT04,SE02,71,0,18.31,0.00,19.55,19.55,19.55,19.55
AP0316,202301,AL245,LHR,RT04,SE02,44,0,25.00,0.00,18.66,18.66,18.66,18.66
AP0317,202301,AL246,LHR,RT03,SE02,66,0,34.85,0.00,2.80,2.80,2.80,2.80
AP0318,202301,AL247,LHR,RT04,SE02,36,0,5.56,0.00,38.47,38.47,38.47,38.47
AP0319,202301,AL251,LHR,RT03,SE02,735,12,45.24,1.99,45.95,1.00,13.62,9.19
AP0320,202301,AL253,LHR,RT03,SE02,204,1,43.41,3.33,16.10,4.11,6.77,5.37
AP0321,202301,AL255,LHR,RT03,SE02,123,0,60.95,0.00,25.26,0.00,10.56,6.31
AP0322,202301,AL259,LHR,RT03,SE02,248,0,27.42,0.00,10.77,10.77,10.77,10.77
AP0323,202301,AL261,LHR,RT03,SE02,62,0,32.26,0.00,6.39,6.39,6.39,6.39
AP0324,202301,AL265,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0325,202301,AL268,LHR,RT04,SE02,80,0,7.50,0.00,37.49,37.49,37.49,37.49
AP0326,202301,AL279,LHR,RT03,SE02,740,8,30.49,1.10,26.15,11.35,14.79,13.07
AP0327,202301,AL281,LHR,RT04,SE02,62,0,24.19,0.00,17.52,17.52,17.52,17.52
AP0328,202301,AL282,LHR,RT03,SE02,54,0,38.89,0.00,5.41,5.41,5.41,5.41
AP0329,202301,AL283,LHR,RT03,SE02,62,0,32.26,0.00,10.58,10.58,10.58,10.58
AP0330,202301,AL284,LHR,RT04,SE02,124,0,21.77,0.00,15.94,15.94,15.94,15.94
AP0331,202301,AL287,LHR,RT03,SE02,382,2,29.69,0.52,13.63,13.63,13.63,13.63
AP0332,202301,AL301,LHR,RT04,SE02,24,0,13.04,0.00,71.78,28.78,43.00,35.89
AP0333,202301,AL306,LHR,RT03,SE02,1041,18,36.18,1.97,112.93,5.07,30.75,14.12
AP0334,202301,AL308,LHR,RT04,SE02,18,0,33.33,0.00,49.83,49.83,49.83,49.83
AP0335,202301,AL311,LHR,RT04,SE02,62,0,11.32,0.00,46.96,21.04,25.92,23.48
AP0336,202301,AL312,LHR,RT04,SE02,1688,7,23.09,0.46,565.64,0.00,70.50,18.25
AP0337,202301,AL313,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0338,202301,AL321,LHR,RT04,SE02,62,0,17.74,0.00,16.42,16.42,16.42,16.42
AP0339,202301,AL324,LHR,RT04,SE02,32,0,25.00,0.00,26.94,26.94,26.94,26.94
AP0340,202301,AL118,IOM,RT03,IM01,246,2,43.25,0.39,35.24,2.10,11.16,7.05
AP0341,202301,AL124,IOM,RT02,IM01,54,0,51.85,0.00,1.54,1.54,1.54,1.54
AP0342,202301,AL127,IOM,RT04,IM01,2,0,0.00,0.00,69.00,0.00,69.00,34.50
AP0343,202301,AL203,IOM,RT04,IM01,424,10,39.85,1.98,104.64,10.44,27.93,17.44
AP0344,202301,AL079,JER,RT03,CI01,456,0,42.85,0.00,52.67,0.00,17.62,7.52
AP0345,202301,AL083,JER,RT03,CI01,224,4,11.55,0.58,16.52,0.00,16.52,5.51
AP0346,202301,AL090,JER,RT03,CI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0347,202301,AL118,JER,RT03,CI01,284,0,40.01,0.00,31.67,0.00,13.07,6.33
AP0348,202301,AL127,JER,RT03,CI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0349,202301,AL265,JER,RT04,CI01,14,0,25.00,0.00,59.17,4.17,55.00,29.58
AP0350,202301,AL309,JER,RT03,CI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0351,202301,AL002,LBA,RT03,YH02,1,0,0.00,0.00,1.00,1.00,1.00,1.00
AP0352,202301,AL008,LBA,RT02,YH02,254,4,54.89,1.57,4.05,1.12,2.93,2.03
AP0353,202301,AL042,LBA,RT03,YH02,1,0,0.00,0.00,15.00,15.00,15.00,15.00
AP0354,202301,AL064,LBA,RT01,YH02,2,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0355,202301,AL071,LBA,RT03,YH02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0356,202301,AL115,LBA,RT03,YH02,1,0,0.00,0.00,20.00,0.00,20.00,6.67
AP0357,202301,AL118,LBA,RT03,YH02,30,0,36.67,0.00,9.43,9.43,9.43,9.43
AP0358,202301,AL127,LBA,RT03,YH02,3,0,33.33,0.00,0.00,0.00,0.00,0.00
AP0359,202301,AL149,LBA,RT04,YH02,48,14,37.10,22.58,12.92,12.92,12.92,12.92
AP0360,202301,AL183,LBA,RT03,YH02,329,3,31.13,0.67,169.80,0.00,63.38,8.49
AP0361,202301,AL194,LBA,RT04,YH02,122,42,37.20,25.61,8.21,8.21,8.21,8.21
AP0362,202301,AL248,LBA,RT03,YH02,486,1,33.09,0.24,181.73,2.33,25.89,12.12
AP0363,202301,AL326,LBA,RT04,YH02,138,10,26.52,6.20,126.77,3.40,37.50,18.11
AP0364,202301,AL002,LPL,RT04,NW01,8,0,8.33,0.00,76.25,20.75,32.00,25.42
AP0365,202301,AL078,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0366,202301,AL079,LPL,RT03,NW01,2,0,0.00,0.00,14.50,14.50,14.50,14.50
AP0367,202301,AL115,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0368,202301,AL116,LPL,RT01,NW01,10,0,90.00,0.00,0.00,0.00,0.00,0.00
AP0369,202301,AL118,LPL,RT03,NW01,693,0,49.06,0.00,100.45,0.00,12.63,5.29
AP0370,202301,AL124,LPL,RT01,NW01,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0371,202301,AL127,LPL,RT01,NW01,2,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0372,202301,AL147,LPL,RT04,NW01,16,0,37.50,0.00,27.63,27.63,27.63,27.63
AP0373,202301,AL190,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0374,202301,AL203,LPL,RT04,NW01,148,0,32.36,0.00,177.55,0.00,78.50,29.59
AP0375,202301,AL206,LPL,RT03,NW01,22,0,36.36,0.00,5.91,5.91,5.91,5.91
AP0376,202301,AL248,LPL,RT03,NW01,822,0,36.90,0.00,276.31,0.00,33.00,8.63
AP0377,202301,AL290,LPL,RT01,NW01,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0378,202301,AL326,LPL,RT04,NW01,174,0,17.25,0.00,196.98,0.00,53.33,16.41
AP0379,202301,AL328,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0380,202301,AL001,LCY,RT03,SE03,138,4,35.92,2.82,8.43,8.43,8.43,8.43
AP0381,202301,AL071,LCY,RT04,SE03,2455,34,36.92,0.87,356.22,0.00,236.00,16.19
AP0382,202301,AL194,LCY,RT03,SE03,314,1,54.92,0.32,6.46,6.46,6.46,6.46
AP0383,202301,AL203,LCY,RT03,SE03,142,4,32.78,3.03,18.24,5.11,13.13,9.12
AP0384,202301,AL205,LCY,RT03,SE03,54,0,27.78,0.00,5.67,5.67,5.67,5.67
AP0385,202301,AL206,LCY,RT03,SE03,132,2,29.10,1.49,12.45,12.45,12.45,12.45
AP0386,202301,AL208,LCY,RT03,SE03,302,10,41.75,1.71,10.40,4.25,6.15,5.20
AP0387,202301,AL271,LCY,RT03,SE03,34,0,61.76,0.00,6.00,6.00,6.00,6.00
AP0388,202301,AL279,LCY,RT04,SE03,272,16,25.96,5.77,26.00,8.35,17.65,13.00
AP0389,202301,AL078,LTN,RT03,SE04,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0390,202301,AL116,LTN,RT03,SE04,64,2,28.00,0.74,11.40,0.00,7.00,2.28
AP0391,202301,AL117,LTN,RT03,SE04,2,0,50.00,0.00,39.00,0.00,39.00,19.50
AP0392,202301,AL118,LTN,RT03,SE04,2264,3,33.46,0.13,469.72,0.00,86.00,9.03
AP0393,202301,AL122,LTN,RT03,SE04,38,0,21.05,0.00,8.74,8.74,8.74,8.74
AP0394,202301,AL248,LTN,RT03,SE04,887,0,35.82,0.00,294.88,0.00,25.71,10.92
AP0395,202301,AL250,LTN,RT03,SE04,1,0,0.00,0.00,7.00,7.00,7.00,7.00
AP0396,202301,AL274,LTN,RT04,SE04,6,0,8.33,0.00,70.25,9.25,38.00,23.42
AP0397,202301,AL296,LTN,RT04,SE04,31,0,5.45,0.00,103.15,0.00,54.88,20.63
AP0398,202301,AL326,LTN,RT04,SE04,1686,12,30.42,0.57,317.71,0.00,33.77,15.13
AP0399,202301,AL328,LTN,RT04,SE04,1387,8,16.36,0.37,1016.45,0.00,59.50,16.39
AP0400,202301,AL002,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0401,202301,AL007,MAN,RT04,NW02,20,0,15.00,0.00,26.60,26.60,26.60,26.60
AP0402,202301,AL008,MAN,RT03,NW02,485,4,33.07,0.63,13.47,0.00,9.83,4.49
AP0403,202301,AL009,MAN,RT04,NW02,106,1,16.17,25.00,38.61,0.00,21.32,9.65
AP0404,202301,AL032,MAN,RT04,NW02,183,3,27.96,1.61,15.12,15.12,15.12,15.12
AP0405,202301,AL033,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0406,202301,AL042,MAN,RT04,NW02,81,2,12.05,2.41,33.23,33.23,33.23,33.23
AP0407,202301,AL044,MAN,RT04,NW02,12,0,25.00,0.00,27.17,27.17,27.17,27.17
AP0408,202301,AL064,MAN,RT03,NW02,88,0,47.73,0.00,6.85,6.85,6.85,6.85
AP0409,202301,AL065,MAN,RT03,NW02,24,0,41.67,0.00,3.88,3.88,3.88,3.88
AP0410,202301,AL077,MAN,RT04,NW02,28,0,7.14,0.00,53.89,53.89,53.89,53.89
AP0411,202301,AL079,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0412,202301,AL083,MAN,RT03,NW02,437,4,29.55,0.17,30.15,0.00,21.79,5.02
AP0413,202301,AL084,MAN,RT03,NW02,115,0,29.57,0.00,8.67,8.67,8.67,8.67
AP0414,202301,AL087,MAN,RT04,NW02,2,0,0.00,0.00,66.00,66.00,66.00,66.00
AP0415,202301,AL088,MAN,RT04,NW02,33,2,22.86,5.71,10.97,10.97,10.97,10.97
AP0416,202301,AL115,MAN,RT04,NW02,51,9,16.10,7.63,39.30,4.30,35.00,19.65
AP0417,202301,AL116,MAN,RT03,NW02,72,0,61.11,0.00,21.84,4.67,11.89,7.28
AP0418,202301,AL117,MAN,RT03,NW02,8,0,50.00,0.00,10.50,10.50,10.50,10.50
AP0419,202301,AL118,MAN,RT03,NW02,1852,2,44.93,0.19,491.95,0.00,82.00,9.84
AP0420,202301,AL124,MAN,RT04,NW02,0,1,0.00,100.00,0.00,0.00,0.00,0.00
AP0421,202301,AL126,MAN,RT04,NW02,184,2,11.83,1.08,25.93,25.93,25.93,25.93
AP0422,202301,AL127,MAN,RT04,NW02,2,0,0.00,0.00,35.00,35.00,35.00,35.00
AP0423,202301,AL129,MAN,RT04,NW02,38,0,18.42,0.00,26.82,26.82,26.82,26.82
AP0424,202301,AL130,MAN,RT04,NW02,62,1,25.40,1.59,29.42,29.42,29.42,29.42
AP0425,202301,AL135,MAN,RT02,NW02,52,2,53.70,3.70,4.35,4.35,4.35,4.35
AP0426,202301,AL142,MAN,RT04,NW02,72,0,29.17,0.00,18.14,18.14,18.14,18.14
AP0427,202301,AL149,MAN,RT04,NW02,107,20,25.56,15.77,40.41,19.78,20.63,20.20
AP0428,202301,AL160,MAN,RT04,NW02,18,0,22.22,0.00,19.83,19.83,19.83,19.83
AP0429,202301,AL162,MAN,RT03,NW02,10,0,30.00,0.00,2.50,2.50,2.50,2.50
AP0430,202301,AL172,MAN,RT04,NW02,20,0,40.00,0.00,28.80,28.80,28.80,28.80
AP0431,202301,AL173,MAN,RT04,NW02,42,4,34.78,8.70,12.02,12.02,12.02,12.02
AP0432,202301,AL183,MAN,RT03,NW02,764,2,27.95,0.83,403.32,0.00,89.40,13.44
AP0433,202301,AL189,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0434,202301,AL194,MAN,RT03,NW02,236,4,42.92,1.67,8.44,8.44,8.44,8.44
AP0435,202301,AL197,MAN,RT04,NW02,28,0,3.57,0.00,35.43,35.43,35.43,35.43
AP0436,202301,AL203,MAN,RT03,NW02,333,10,28.29,2.16,49.80,0.00,21.33,12.45
AP0437,202301,AL206,MAN,RT03,NW02,372,3,37.42,0.69,18.30,6.57,11.73,9.15
AP0438,202301,AL224,MAN,RT04,NW02,6,0,0.00,0.00,32.67,32.67,32.67,32.67
AP0439,202301,AL225,MAN,RT03,NW02,80,0,42.95,0.00,34.99,7.17,10.77,8.75
AP0440,202301,AL234,MAN,RT04,NW02,72,0,4.41,0.00,115.97,56.47,59.50,57.99
AP0441,202301,AL241,MAN,RT04,NW02,158,0,23.42,0.00,23.78,23.78,23.78,23.78
AP0442,202301,AL248,MAN,RT04,NW02,2414,40,27.71,1.46,1089.16,0.00,41.92,15.78
AP0443,202301,AL250,MAN,RT04,NW02,577,1,31.25,0.28,680.96,0.00,80.63,17.46
AP0444,202301,AL251,MAN,RT03,NW02,140,2,32.74,1.59,39.86,8.88,15.73,13.29
AP0445,202301,AL253,MAN,RT04,NW02,44,0,31.82,0.00,21.05,21.05,21.05,21.05
AP0446,202301,AL259,MAN,RT04,NW02,74,0,20.55,0.00,32.60,14.37,18.23,16.30
AP0447,202301,AL274,MAN,RT03,NW02,16,0,7.14,0.00,14.14,0.00,14.14,7.07
AP0448,202301,AL279,MAN,RT03,NW02,106,0,21.70,0.00,11.52,11.52,11.52,11.52
AP0449,202301,AL287,MAN,RT04,NW02,162,0,6.83,0.00,54.08,22.08,32.00,27.04
AP0450,202301,AL290,MAN,RT03,NW02,2,0,50.00,0.00,6.50,6.50,6.50,6.50
AP0451,202301,AL296,MAN,RT04,NW02,623,1,7.18,0.13,2305.92,0.00,365.50,59.13
AP0452,202301,AL312,MAN,RT03,NW02,175,1,24.27,0.48,79.73,0.00,31.00,11.39
AP0453,202301,AL318,MAN,RT03,NW02,54,0,31.48,0.00,10.93,10.93,10.93,10.93
AP0454,202301,AL326,MAN,RT04,NW02,1,1,0.00,50.00,14.00,14.00,14.00,14.00
AP0455,202301,AL002,NCL,RT03,NE01,2,0,0.00,0.00,3.50,3.50,3.50,3.50
AP0456,202301,AL008,NCL,RT03,NE01,38,0,44.74,0.00,12.42,12.42,12.42,12.42
AP0457,202301,AL032,NCL,RT03,NE01,97,1,33.67,1.02,11.87,11.87,11.87,11.87
AP0458,202301,AL079,NCL,RT01,NE01,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0459,202301,AL083,NCL,RT04,NE01,282,4,29.37,1.40,17.41,17.41,17.41,17.41
AP0460,202301,AL099,NCL,RT03,NE01,1,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0461,202301,AL115,NCL,RT04,NE01,58,5,13.44,35.48,10.17,0.00,10.17,3.39
AP0462,202301,AL117,NCL,RT03,NE01,12,0,16.67,0.00,6.67,6.67,6.67,6.67
AP0463,202301,AL118,NCL,RT03,NE01,166,0,49.79,0.00,20.15,7.12,13.03,10.07
AP0464,202301,AL126,NCL,RT04,NE01,62,0,16.13,0.00,21.23,21.23,21.23,21.23
AP0465,202301,AL127,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0466,202301,AL135,NCL,RT04,NE01,4,0,0.00,0.00,20.00,20.00,20.00,20.00
AP0467,202301,AL149,NCL,RT04,NE01,88,14,44.29,12.38,7.20,3.45,3.75,3.60
AP0468,202301,AL183,NCL,RT03,NE01,291,0,32.75,0.00,97.00,1.50,18.88,6.47
AP0469,202301,AL194,NCL,RT03,NE01,168,1,42.01,0.59,7.27,7.27,7.27,7.27
AP0470,202301,AL203,NCL,RT03,NE01,152,6,36.01,3.33,33.83,0.00,18.44,8.46
AP0471,202301,AL206,NCL,RT04,NE01,42,0,19.05,0.00,17.38,17.38,17.38,17.38
AP0472,202301,AL248,NCL,RT03,NE01,390,0,32.55,0.00,204.02,5.31,28.72,13.60
AP0473,202301,AL253,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0474,202301,AL296,NCL,RT04,NE01,105,1,17.15,0.93,434.68,0.00,106.00,36.22
AP0475,202301,AL318,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0476,202301,AL002,SOU,RT03,SE06,2,0,0.00,0.00,18.50,0.00,18.50,9.25
AP0477,202301,AL008,SOU,RT02,SE06,178,0,50.00,0.00,6.79,2.74,4.05,3.39
AP0478,202301,AL064,SOU,RT03,SE06,169,16,50.16,7.37,16.08,4.25,11.83,8.04
AP0479,202301,AL066,SOU,RT04,SE06,0,1,0.00,100.00,0.00,0.00,0.00,0.00
AP0480,202301,AL071,SOU,RT04,SE06,32,0,12.50,0.00,114.19,25.25,47.38,38.06
AP0481,202301,AL079,SOU,RT03,SE06,229,0,31.80,0.00,18.25,0.00,11.56,6.08
AP0482,202301,AL083,SOU,RT04,SE06,0,2,0.00,100.00,0.00,0.00,0.00,0.00
AP0483,202301,AL115,SOU,RT03,SE06,75,12,16.07,4.59,10.79,0.00,4.41,1.54
AP0484,202301,AL117,SOU,RT04,SE06,0,1,0.00,100.00,0.00,0.00,0.00,0.00
AP0485,202301,AL118,SOU,RT04,SE06,35,0,37.14,0.00,23.00,23.00,23.00,23.00
AP0486,202301,AL190,SOU,RT03,SE06,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0487,202301,AL195,SOU,RT03,SE06,98,0,25.51,0.00,10.84,0.00,10.84,5.42
AP0488,202301,AL203,SOU,RT04,SE06,385,6,47.50,1.77,52.45,6.46,32.40,17.48
AP0489,202301,AL017,STN,RT03,SE05,26,0,34.62,0.00,6.15,6.15,6.15,6.15
AP0490,202301,AL038,STN,RT04,SE05,44,0,11.36,0.00,46.30,46.30,46.30,46.30
AP0491,202301,AL071,STN,RT03,SE05,2,0,0.00,0.00,15.00,0.00,13.00,5.00
AP0492,202301,AL102,STN,RT04,SE05,1,0,0.00,0.00,37.00,37.00,37.00,37.00
AP0493,202301,AL116,STN,RT03,SE05,80,1,41.98,1.23,5.98,5.98,5.98,5.98
AP0494,202301,AL118,STN,RT03,SE05,466,0,49.99,0.00,21.08,5.25,9.45,7.03
AP0495,202301,AL126,STN,RT03,SE05,62,0,24.19,0.00,11.31,11.31,11.31,11.31
AP0496,202301,AL147,STN,RT04,SE05,54,0,29.63,0.00,40.93,40.93,40.93,40.93
AP0497,202301,AL183,STN,RT03,SE05,340,0,38.40,0.00,86.16,0.00,19.72,4.53
AP0498,202301,AL203,STN,RT04,SE05,112,6,50.85,5.08,24.71,24.71,24.71,24.71
AP0499,202301,AL208,STN,RT01,SE05,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0500,202301,AL234,STN,RT04,SE05,341,0,29.85,0.00,92.07,5.06,35.19,23.02
AP0501,202301,AL248,STN,RT03,SE05,9742,36,32.43,0.36,1814.41,0.00,64.00,14.07
AP0502,202301,AL250,STN,RT03,SE05,641,9,27.81,2.07,411.47,0.00,35.11,10.04
AP0503,202301,AL279,STN,RT03,SE05,2,0,0.00,0.00,0.50,0.50,0.50,0.50
AP0504,202301,AL287,STN,RT03,SE05,122,2,10.75,0.54,21.38,0.00,21.38,7.13
AP0505,202301,AL290,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0506,202301,AL296,STN,RT04,SE05,66,0,15.10,0.00,163.13,0.00,61.63,20.39
AP0507,202301,AL301,STN,RT04,SE05,10,0,30.00,0.00,27.50,27.50,27.50,27.50
AP0508,202301,AL115,MME,RT04,NE02,1,0,0.00,0.00,22.00,22.00,22.00,22.00
AP0509,202301,AL127,MME,RT04,NE02,5,0,0.00,0.00,108.50,15.00,60.50,36.17
AP0510,202301,AL188,MME,RT04,NE02,1,0,0.00,0.00,32.00,32.00,32.00,32.00
AP0511,202301,AL194,MME,RT02,NE02,106,1,61.68,0.93,3.24,3.24,3.24,3.24
AP0512,202301,AL203,MME,RT03,NE02,109,3,33.14,1.58,23.01,0.00,13.33,3.84
AP0513,202301,AL248,MME,RT04,NE02,18,0,11.11,0.00,42.44,42.44,42.44,42.44
AP0514,202302,AL008,ABZ,RT04,SC01,52,4,44.64,7.14,7.23,7.23,7.23,7.23
AP0515,202302,AL083,ABZ,RT03,SC01,358,8,19.81,1.09,16.28,0.00,16.28,8.14
AP0516,202302,AL115,ABZ,RT03,SC01,198,4,32.00,0.81,16.54,0.00,6.24,3.31
AP0517,202302,AL118,ABZ,RT03,SC01,174,0,38.76,0.00,40.70,3.83,25.13,13.57
AP0518,202302,AL194,ABZ,RT02,SC01,52,1,62.26,1.89,1.87,1.87,1.87,1.87
AP0519,202302,AL195,ABZ,RT03,SC01,155,0,37.42,0.00,7.69,7.69,7.69,7.69
AP0520,202302,AL203,ABZ,RT04,SC01,846,43,33.09,3.83,391.42,0.00,168.00,27.96
AP0521,202302,AL248,ABZ,RT03,SC01,16,0,31.25,0.00,6.44,6.44,6.44,6.44
AP0522,202302,AL251,ABZ,RT03,SC01,90,6,34.66,3.41,20.77,9.88,10.89,10.38
AP0523,202302,AL296,ABZ,RT03,SC01,16,0,43.75,0.00,9.31,9.31,9.31,9.31
AP0524,202302,AL324,ABZ,RT04,SC01,174,15,38.50,7.76,13.22,2.84,10.38,6.61
AP0525,202302,AL326,ABZ,RT04,SC01,16,0,18.75,0.00,16.38,16.38,16.38,16.38
AP0526,202302,AL008,BHD,RT04,NI01,684,19,40.37,3.97,318.68,0.00,126.71,28.97
AP0527,202302,AL030,BHD,RT04,NI01,6,0,33.33,0.00,55.50,55.50,55.50,55.50
AP0528,202302,AL045,BHD,RT01,NI01,2,0,100.00,0.00,0.00,0.00,0.00,0.00
AP0529,202302,AL071,BHD,RT03,NI01,131,13,5.09,1.00,3.50,0.00,3.50,0.39
AP0530,202302,AL083,BHD,RT03,NI01,210,4,44.39,1.87,12.88,12.88,12.88,12.88
AP0531,202302,AL115,BHD,RT03,NI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP0532,202302,AL118,BHD,RT03,NI01,204,0,47.83,0.00,24.59,0.25,14.63,6.15
